,X,Age,Overall,Acceleration,Aggression,Agility,Balance,Ball.control,Composure,Crossing,Curve,Dribbling,Finishing,Free.kick.accuracy,GoK.diving,GoK.handling,GoK.kicking,GoK.positioning,GoK.reflexes,Heading.accuracy,Interceptions,Jumping,Long.passing,Long.shots,Marking,Penalties,Positioning,Reactions,Short.passing,Shot.power,Sliding.tackle,Sprint.speed,Stamina,Standing.tackle,Strength,Vision,Volleys,Potential
6606,6605,25,69,76,74,76,72,74,66,69,68,72,55,64,9,13,12,6,7,53,68,56,64,67,63,56,62,67,67,72,62,75,71,67,62,64,63,72
6607,6606,23,69,71,49,68,71,72,70,51,30,68,69,27,12,13,12,14,10,60,14,73,61,59,34,56,71,66,68,75,15,61,70,10,75,47,58,77
6608,6607,31,69,64,49,68,66,71,69,67,57,69,56,57,15,15,16,14,13,51,39,49,68,61,29,56,65,70,73,62,37,67,69,42,66,72,50,69
6609,6608,24,69,81,59,70,81,70,66,71,49,70,57,55,12,13,9,13,16,62,66,74,58,59,59,70,63,65,68,58,67,76,72,68,62,62,49,74
6610,6609,19,69,77,83,77,91,73,59,70,67,72,57,66,10,11,10,16,9,44,59,76,57,54,63,60,59,65,75,70,65,71,77,70,75,54,51,84
6611,6610,30,69,88,74,82,78,67,72,64,74,72,61,63,10,11,14,11,10,50,49,68,58,68,45,59,61,60,67,80,40,78,84,46,72,62,66,69
6612,6611,25,69,89,63,81,71,64,65,61,55,67,58,55,10,14,9,8,13,60,63,82,73,67,64,53,61,67,70,83,66,85,82,66,81,64,67,73
6613,6612,24,69,76,69,73,70,65,58,62,48,62,36,49,14,10,16,10,9,55,68,58,63,46,66,52,60,68,64,65,69,76,71,69,62,47,45,72
6614,6613,23,69,57,81,45,51,59,72,33,31,44,25,32,11,9,10,13,8,70,65,71,38,30,66,40,30,67,59,40,64,56,66,68,74,33,35,77
6615,6614,24,69,59,70,59,57,68,61,57,51,64,53,47,16,9,11,10,11,66,69,64,67,75,63,47,57,68,68,78,64,65,81,70,75,68,75,74
6616,6615,20,69,80,44,77,64,68,60,48,48,65,66,41,7,7,7,13,9,63,15,76,60,67,16,63,63,65,61,75,13,91,71,12,67,61,71,77
6617,6616,23,69,57,70,33,48,57,61,39,35,35,36,37,8,14,16,11,14,68,69,61,58,37,69,32,33,59,63,45,67,61,72,69,75,41,36,73
6618,6617,30,69,68,60,63,66,73,67,65,70,67,68,61,13,10,7,7,14,66,44,58,52,55,60,52,69,62,67,64,43,79,64,46,72,68,61,69
6619,6618,27,69,68,29,65,65,65,67,39,49,58,73,39,14,13,12,8,14,72,20,88,36,64,20,72,75,66,61,69,22,68,66,21,66,49,56,70
6620,6619,33,69,53,75,58,72,68,69,64,62,61,60,52,6,12,11,9,6,66,57,67,67,68,64,67,63,69,71,76,71,51,79,72,70,67,67,69
6621,6620,29,69,76,40,82,72,71,70,70,57,71,47,61,8,8,11,9,6,45,23,74,62,66,12,57,68,66,64,72,14,81,81,12,66,59,49,69
6622,6621,31,69,82,57,72,71,75,57,64,69,76,68,60,11,13,13,12,13,60,41,69,58,64,22,58,65,64,62,68,34,80,76,32,68,64,65,69
6623,6622,24,69,48,73,43,40,52,59,49,35,50,28,32,8,9,7,14,13,70,66,50,45,39,66,40,31,59,53,57,71,44,61,70,87,30,36,74
6624,6623,21,69,82,60,83,80,71,54,64,55,74,63,42,8,9,7,5,7,55,22,71,44,66,20,58,68,61,64,71,18,79,68,17,56,65,56,79
6625,6624,26,69,51,74,34,40,60,53,25,42,51,39,27,9,7,7,14,6,68,67,71,52,42,70,32,42,68,62,59,60,65,68,69,72,54,26,69
6626,6625,28,69,66,45,71,77,69,54,71,71,65,65,76,5,8,9,5,8,46,34,72,69,70,26,58,68,63,68,67,32,69,55,35,57,69,51,69
6627,6626,30,69,73,47,70,77,69,72,56,66,63,74,53,8,7,6,6,16,61,34,75,53,62,19,83,72,69,65,66,14,73,70,21,63,66,70,69
6628,6627,20,69,67,77,61,56,64,67,58,52,51,29,34,6,10,8,13,10,64,66,76,61,26,67,49,44,59,59,55,71,72,64,72,69,41,29,82
6629,6628,29,69,67,73,72,55,64,62,66,47,46,22,32,7,13,10,7,15,67,62,83,63,25,71,46,44,72,56,22,74,73,77,64,68,48,17,69
6630,6629,24,69,66,61,62,70,68,64,68,66,61,52,56,6,16,10,11,7,60,71,63,71,65,64,55,61,62,73,71,63,67,69,64,62,73,46,72
6631,6630,27,69,74,76,70,69,64,60,71,59,57,48,61,14,14,12,14,15,53,69,86,59,55,66,63,47,64,58,77,64,79,90,67,77,43,19,70
6632,6631,27,69,51,72,42,43,58,62,36,33,59,43,56,13,15,8,6,14,59,68,71,68,37,67,44,32,65,68,68,62,64,72,69,87,55,39,70
6633,6632,25,69,90,52,76,80,70,62,60,55,71,66,51,13,16,11,15,7,50,19,61,51,54,29,69,66,67,59,75,36,90,69,38,77,60,65,72
6634,6633,26,69,45,33,57,63,71,70,76,75,72,56,77,15,9,9,7,16,35,67,66,71,73,55,69,68,68,74,69,36,32,62,56,60,75,69,71
6635,6634,30,69,44,77,35,57,48,46,46,29,41,22,30,14,15,10,14,7,65,72,67,64,30,73,38,28,54,76,46,61,36,42,72,68,39,21,69
6636,6635,28,69,51,73,40,32,52,60,24,26,38,25,17,9,10,12,11,5,73,69,59,54,20,71,29,26,67,68,45,60,38,59,64,84,24,22,69
6637,6636,33,69,22,36,39,20,16,34,21,15,18,17,21,69,71,46,70,73,18,13,55,13,22,13,16,11,60,20,18,20,26,39,15,41,45,15,69
6638,6637,27,69,69,34,76,54,72,67,60,61,70,66,60,12,10,12,13,10,58,29,35,52,63,23,54,73,72,68,69,36,66,81,38,73,69,59,69
6639,6638,28,69,75,61,73,69,71,72,60,58,68,56,60,9,11,7,8,13,50,59,72,68,64,38,58,65,69,72,64,59,85,87,59,72,65,54,69
6640,6639,24,69,76,61,75,74,71,69,64,66,73,61,46,12,7,15,9,10,71,55,73,67,63,38,57,63,67,70,70,52,77,70,58,71,63,50,74
6641,6640,21,69,63,67,43,58,55,46,29,36,54,28,29,14,12,8,10,10,71,71,86,50,21,70,45,26,58,52,43,71,68,62,73,60,31,31,77
6642,6641,21,69,66,65,60,48,55,64,38,38,53,23,36,7,10,16,9,10,60,68,80,38,30,71,46,30,60,53,48,71,69,58,74,73,36,30,78
6643,6642,21,69,88,72,81,71,75,70,64,63,71,32,44,12,7,10,16,12,57,61,57,63,33,65,37,69,62,68,30,63,85,72,67,63,59,29,81
6644,6643,26,69,81,73,68,71,67,59,71,74,68,68,67,14,14,8,7,6,52,33,68,55,70,34,65,66,61,65,74,65,83,70,41,67,64,59,69
6645,6644,26,69,50,73,59,49,56,60,33,54,37,18,45,16,9,12,11,10,69,67,77,50,16,65,46,38,64,61,48,66,33,49,68,81,46,20,71
6646,6645,29,69,76,62,71,75,62,63,69,63,65,53,65,11,13,9,16,9,55,64,80,62,59,68,58,59,67,64,68,68,79,81,67,65,57,40,69
6647,6646,34,69,49,85,67,69,72,70,69,75,64,44,62,8,14,8,12,14,65,65,65,79,70,62,55,45,68,72,74,68,39,55,63,66,68,65,69
6648,6647,30,69,64,82,55,57,60,61,66,64,35,37,57,8,6,13,12,16,73,64,63,69,33,66,67,51,65,64,44,68,60,74,67,75,63,29,69
6649,6648,26,69,36,28,41,38,23,40,19,19,11,13,20,70,62,72,65,76,11,12,61,22,11,13,24,10,63,50,11,19,41,30,17,55,58,16,71
6650,6649,28,69,76,55,70,64,69,50,53,43,66,70,46,10,10,7,7,12,64,24,63,55,60,30,61,65,67,59,68,27,76,72,32,74,63,62,69
6651,6650,27,69,85,35,81,77,75,50,57,45,75,58,32,11,9,12,11,10,62,20,58,59,59,17,60,59,66,67,76,12,86,66,17,63,53,53,69
6652,6651,33,69,77,56,80,80,67,71,70,66,69,64,64,10,8,11,11,10,37,27,71,59,68,33,69,67,70,65,70,34,74,74,35,64,65,56,69
6653,6652,27,69,53,76,47,41,47,57,55,30,48,41,29,8,16,14,12,16,67,72,69,64,34,67,37,23,54,60,56,65,51,75,67,85,45,25,69
6654,6653,23,69,72,76,60,62,58,64,66,40,59,29,39,6,6,9,15,7,54,66,66,64,34,66,44,58,64,62,41,69,70,93,70,68,50,49,74
6655,6654,41,69,31,37,62,59,28,57,17,19,14,12,12,65,66,64,74,72,11,22,78,33,14,17,19,14,61,27,33,12,36,40,13,68,65,20,69
6656,6655,33,69,37,62,72,72,67,79,64,58,63,40,56,6,14,12,8,14,45,72,92,68,50,66,47,50,64,74,58,63,40,92,69,71,70,48,69
6657,6656,24,69,67,37,65,70,67,60,73,63,63,33,52,10,9,16,10,12,48,67,49,66,52,60,49,64,72,71,65,66,71,74,72,44,68,51,74
6658,6657,35,69,35,74,56,65,54,70,57,56,46,48,43,10,10,8,9,9,68,70,72,50,63,67,63,37,59,65,75,65,53,34,67,81,54,29,69
6659,6658,33,69,69,75,65,70,66,65,43,70,71,37,65,7,6,8,7,7,49,62,67,69,46,64,69,51,70,75,65,68,72,67,71,62,58,49,69
6660,6659,23,69,28,26,36,25,20,54,11,11,11,16,15,68,63,58,71,73,15,22,30,17,15,17,16,17,63,19,19,14,30,30,13,62,59,17,77
6661,6660,28,69,66,71,57,50,64,49,33,43,66,40,42,12,10,11,15,16,70,65,73,67,45,65,50,37,60,65,64,65,69,75,68,81,46,30,69
6662,6661,26,69,84,46,84,84,65,67,69,68,66,56,68,12,11,13,8,7,48,32,55,65,69,29,69,66,64,67,68,28,82,60,40,53,70,65,71
6663,6662,25,69,63,84,54,60,65,62,45,45,63,39,40,13,9,7,7,15,69,71,76,64,65,67,44,36,59,71,70,69,60,70,71,72,54,41,72
6664,6663,35,69,74,76,68,62,72,79,67,69,72,62,58,9,15,7,8,16,64,46,73,63,63,43,49,68,68,67,77,55,75,66,54,89,68,68,69
6665,6664,31,69,64,82,67,59,69,73,70,71,66,49,69,13,14,13,7,9,63,62,64,70,68,68,61,59,65,69,74,67,61,85,68,74,59,54,69
6666,6665,20,68,79,68,77,76,64,64,60,54,66,56,49,7,14,14,11,14,48,67,78,65,62,65,40,59,69,68,65,62,82,88,64,57,66,52,80
6667,6666,33,68,76,58,74,73,67,68,67,66,65,62,52,11,6,9,13,9,55,49,62,63,60,37,51,63,65,69,63,38,76,65,43,67,68,60,68
6668,6667,33,68,77,58,75,80,72,65,44,82,64,74,62,16,15,14,13,15,55,23,75,41,51,23,65,68,65,58,71,24,75,76,23,55,42,64,68
6669,6668,31,68,67,55,71,67,68,68,58,75,68,67,74,8,12,7,12,6,64,34,81,67,67,21,81,68,66,68,71,44,67,62,34,68,69,67,68
6670,6669,26,68,75,51,65,71,71,62,61,61,73,44,62,11,8,13,9,11,32,29,43,60,55,41,55,69,50,74,46,41,73,67,43,55,68,40,71
6671,6670,27,68,74,61,78,74,69,53,65,44,68,68,51,12,10,13,9,9,58,13,68,60,61,11,62,67,60,67,65,18,77,57,21,60,68,49,68
6672,6671,33,68,52,74,55,60,68,65,42,52,59,54,70,16,16,12,10,14,66,67,69,67,58,68,68,50,67,67,80,64,55,66,66,74,55,48,68
6673,6672,21,68,69,57,77,83,69,67,61,71,68,55,62,6,10,6,9,7,36,61,57,69,64,37,59,63,62,71,67,55,63,61,59,62,68,57,79
6674,6673,27,68,60,65,77,73,71,69,61,53,70,58,58,7,9,12,13,7,61,47,70,73,56,30,61,66,59,72,56,45,61,66,49,56,70,45,68
6675,6674,19,68,72,62,72,65,65,58,34,53,68,67,36,13,15,15,12,14,70,31,75,45,55,13,70,62,60,55,77,18,75,60,19,81,52,65,80
6676,6675,30,68,51,44,49,42,15,56,16,10,11,16,13,70,66,64,68,67,12,15,73,26,12,11,16,11,67,27,19,13,50,38,14,76,14,20,68
6677,6676,35,68,57,75,61,70,74,70,52,74,66,48,76,13,14,9,12,14,56,63,62,65,56,61,63,55,83,67,59,55,54,48,58,71,80,47,68
6678,6677,22,68,78,76,74,68,68,61,65,52,67,25,34,9,8,12,10,15,54,62,74,56,22,62,41,68,64,64,32,65,81,74,68,60,47,19,78
6679,6678,17,68,80,41,78,60,69,61,51,40,68,68,35,7,6,9,7,11,65,24,67,40,57,18,54,70,60,58,63,15,77,67,20,56,59,74,84
6680,6679,22,68,85,58,83,72,68,63,68,61,71,61,63,11,14,8,7,8,48,53,71,59,64,24,55,62,53,64,60,35,88,58,29,69,57,58,75
6681,6680,25,68,65,61,88,91,68,62,68,62,73,62,67,11,5,15,12,7,45,64,59,70,52,51,69,54,56,72,58,47,66,76,58,40,68,61,71
6682,6681,25,68,65,65,64,66,68,68,60,65,60,55,67,6,10,15,13,13,58,69,60,66,70,66,70,52,67,69,83,66,64,82,68,74,69,68,71
6683,6682,24,68,75,73,78,79,68,58,58,69,68,61,63,10,16,15,8,6,49,63,66,65,60,50,65,70,63,69,69,64,68,77,59,54,68,62,74
6684,6683,29,68,70,53,61,71,75,62,63,72,74,68,74,9,7,14,7,11,58,48,54,61,66,34,80,72,65,66,68,29,63,62,35,56,62,61,68
6685,6684,25,68,68,54,73,69,72,60,61,70,69,43,57,9,14,13,10,14,53,53,61,76,48,41,59,66,49,76,46,49,63,60,54,59,72,39,71
6686,6685,30,68,67,66,62,63,66,64,65,37,59,38,39,7,16,9,9,6,68,68,74,53,33,65,30,51,60,67,65,67,69,76,68,71,56,27,68
6687,6686,32,68,52,68,58,68,68,70,64,71,63,56,66,12,11,10,13,12,54,57,54,70,65,58,55,62,65,71,70,59,50,72,61,65,69,47,68
6688,6687,19,68,83,54,83,72,73,63,74,29,72,25,32,12,7,8,15,9,42,57,71,44,31,59,40,66,66,64,26,64,84,83,58,71,34,25,84
6689,6688,33,68,78,51,87,89,61,73,66,70,73,46,72,8,11,9,7,9,38,69,70,58,62,73,55,57,64,68,67,70,75,69,61,31,65,61,68
6690,6689,26,68,74,74,58,61,66,62,54,42,64,65,46,7,11,11,7,12,63,35,75,49,50,12,62,68,71,62,73,13,77,83,12,74,57,61,70
6691,6690,25,68,77,74,67,75,62,67,58,58,63,39,34,15,6,15,7,16,62,65,80,56,62,66,49,50,72,63,68,65,74,78,66,64,54,46,70
6692,6691,21,68,48,28,40,42,27,33,14,20,20,15,15,67,66,69,66,70,14,22,64,41,17,14,25,14,62,32,24,14,49,31,16,64,50,19,79
6693,6692,29,68,78,26,66,83,66,68,72,51,71,63,63,10,10,11,15,11,51,31,50,67,41,51,59,60,48,72,68,31,76,49,61,40,68,39,68
6694,6693,33,68,63,52,43,72,66,73,58,59,75,71,53,11,14,15,12,13,75,23,58,42,77,22,75,56,63,61,71,30,65,47,33,69,60,64,68
6695,6694,28,68,75,69,65,68,69,69,71,71,69,32,54,14,13,6,9,8,59,69,70,66,59,69,56,61,75,66,64,70,77,86,75,72,59,52,68
6696,6695,24,68,78,61,79,90,73,59,64,54,74,70,44,9,14,5,10,5,46,25,60,51,45,20,64,67,62,64,73,31,79,51,34,34,51,58,72
6697,6696,36,68,52,75,53,64,73,79,68,72,70,55,70,16,12,12,6,16,69,68,67,71,61,62,74,59,69,71,76,67,35,45,65,67,63,67,68
6698,6697,21,68,80,41,72,79,73,57,64,57,75,67,49,14,5,13,7,15,51,28,45,55,66,34,52,59,49,64,60,40,71,66,42,60,64,54,75
6699,6698,23,68,71,82,67,68,64,60,55,51,62,42,41,7,12,13,10,14,39,57,57,62,62,76,43,50,52,65,58,78,74,71,81,72,58,44,77
6700,6699,25,68,82,61,73,65,72,67,70,51,73,68,42,9,8,8,15,7,58,27,69,58,66,22,61,60,55,66,76,21,81,65,21,63,58,50,72
6701,6700,35,68,78,75,78,74,66,64,59,43,66,61,46,7,9,13,12,13,64,34,64,58,63,34,67,67,71,62,69,33,91,67,36,62,66,60,68
6702,6701,25,68,65,57,57,77,68,67,53,47,70,66,59,16,13,10,10,7,36,62,66,72,60,46,63,49,62,73,69,52,62,77,61,74,66,36,73
6703,6702,33,68,52,78,56,40,63,63,43,45,63,67,56,11,8,11,7,12,72,48,76,41,62,42,67,70,66,59,74,20,61,78,30,82,65,64,68
6704,6703,26,68,53,61,57,62,67,61,48,30,37,22,30,10,16,14,13,6,67,73,82,68,24,67,41,34,65,61,35,67,36,65,66,74,39,19,71
6705,6704,24,68,72,65,72,65,64,59,69,59,67,33,40,7,16,11,13,7,49,63,67,53,38,63,47,47,60,62,39,77,75,71,70,58,47,34,74
6706,6705,26,68,76,68,72,72,63,58,66,53,60,33,29,9,11,8,9,10,55,64,76,62,64,63,26,62,62,63,52,65,77,83,67,63,63,34,70
6707,6706,20,68,71,47,74,63,68,55,61,51,71,66,38,16,15,6,16,9,57,68,54,71,73,58,38,65,68,68,71,59,75,81,67,63,73,38,79
6708,6707,30,68,58,82,46,33,57,58,24,31,41,35,42,16,8,8,16,11,67,60,65,54,44,65,49,38,53,59,44,64,55,62,66,88,34,25,68
6709,6708,24,68,42,34,39,40,16,32,12,16,12,11,18,67,65,59,66,69,16,17,46,13,15,12,23,14,69,25,26,13,40,36,16,47,44,13,74
6710,6709,26,68,90,48,83,82,67,58,59,68,73,54,58,11,8,12,7,13,38,40,62,56,50,36,48,63,61,64,63,33,92,65,46,47,60,49,69
6711,6710,24,68,79,38,82,77,74,72,63,71,81,64,33,13,10,11,11,13,29,20,54,33,63,22,55,60,60,55,48,27,76,65,21,56,50,66,73
6712,6711,26,68,56,70,59,59,59,59,72,69,62,32,49,10,14,12,16,7,59,70,71,59,67,69,39,49,66,65,70,65,63,78,67,78,59,49,71
6713,6712,30,68,73,71,58,61,66,55,67,61,67,62,61,11,16,7,16,16,61,66,45,60,67,63,64,66,67,68,68,62,71,76,65,78,68,52,68
6714,6713,26,68,27,31,37,30,20,21,18,12,16,15,17,64,69,66,70,68,17,24,50,19,20,12,21,18,64,26,35,15,33,37,10,85,40,18,70
6715,6714,31,68,40,76,66,55,71,72,58,57,61,73,41,11,8,14,13,7,70,40,72,61,68,49,69,70,64,63,74,41,41,62,43,80,62,60,68
6716,6715,26,68,82,56,82,93,68,71,63,68,72,70,55,13,7,14,14,11,71,38,77,51,56,30,61,73,57,57,63,35,81,64,31,38,57,54,68
6717,6716,25,68,71,60,49,54,46,59,21,21,30,23,25,10,15,6,12,6,65,67,79,45,34,70,35,28,59,56,45,68,70,63,67,79,31,22,70
6718,6717,28,68,80,74,80,71,63,69,58,62,59,52,54,8,5,13,5,9,56,63,75,67,59,63,49,73,65,72,59,66,77,86,72,75,65,59,68
6719,6718,22,68,83,71,76,85,68,63,62,73,69,61,52,8,8,15,9,8,38,38,68,66,64,33,62,57,60,69,68,25,73,66,27,61,66,59,74
6720,6719,21,68,82,32,84,76,71,56,64,62,75,65,69,15,7,14,10,15,32,32,58,56,64,24,53,57,56,62,65,22,82,61,23,59,63,59,77
6721,6720,23,68,74,59,69,46,65,72,53,62,63,67,59,7,11,10,9,11,65,29,52,56,64,22,67,64,65,59,72,23,77,78,26,73,52,61,75
6722,6721,26,68,55,63,31,34,64,55,45,35,62,29,35,14,6,16,8,7,68,73,31,63,62,61,44,58,64,63,66,63,40,70,68,90,59,29,72
6723,6722,21,68,74,68,80,71,73,67,54,70,73,60,53,15,14,6,7,13,52,54,53,63,57,51,58,64,65,68,62,54,67,73,51,49,62,57,76
6724,6723,22,68,79,66,90,92,72,61,60,68,75,60,65,8,8,9,9,9,33,50,87,58,68,34,52,60,60,63,63,32,67,70,47,33,63,61,77
6725,6724,23,68,64,49,62,61,68,62,25,43,55,69,25,8,7,15,13,6,76,25,74,49,66,18,49,69,61,60,70,24,65,64,21,74,50,68,73
6726,6725,24,68,78,49,75,83,70,63,58,58,69,54,49,9,11,13,7,9,53,44,60,68,59,33,42,60,56,72,68,43,76,57,42,31,69,53,74
6727,6726,27,68,62,26,58,78,66,52,70,53,65,61,32,13,9,7,6,11,39,15,43,67,59,25,53,67,67,68,60,27,60,91,20,62,64,48,68
6728,6727,29,68,37,44,44,49,20,58,14,15,14,12,11,69,62,75,65,73,18,10,60,20,20,9,26,10,62,21,26,12,41,31,8,72,60,7,68
6729,6728,29,68,75,67,78,79,67,63,65,64,66,62,71,14,14,7,8,13,56,52,38,63,59,62,67,64,64,68,63,63,79,66,64,52,73,58,68
6730,6729,28,68,54,62,53,44,42,65,48,42,33,41,46,16,14,10,16,10,62,69,82,57,43,68,38,43,72,64,54,66,52,57,67,83,54,32,68
6731,6730,25,68,77,69,68,74,63,54,66,58,60,34,33,9,11,8,8,8,59,60,71,55,49,66,38,62,62,65,62,64,84,82,66,69,60,45,69
6732,6731,26,68,70,78,64,62,68,55,64,67,66,59,64,8,7,13,7,6,61,54,61,68,71,51,59,67,61,72,73,53,73,71,57,66,67,61,71
6733,6732,24,68,69,76,58,53,48,52,29,36,44,28,32,6,8,8,10,7,69,64,70,41,38,67,58,34,61,51,53,63,66,72,68,80,35,38,71
6734,6733,28,68,68,70,67,62,63,62,60,48,59,59,52,7,9,12,13,15,70,71,75,60,65,70,45,56,62,63,66,69,65,73,70,72,60,53,68
6735,6734,30,68,33,79,33,34,58,71,37,70,42,47,70,14,7,8,6,6,66,65,30,54,63,63,76,21,69,60,76,64,49,66,64,92,43,41,68
6736,6735,29,68,36,25,34,56,20,32,15,18,15,19,20,68,62,58,67,76,17,16,60,19,16,13,24,17,64,25,16,14,40,32,15,60,37,14,68
6737,6736,31,68,52,59,75,83,68,47,60,33,56,32,31,13,13,12,9,7,44,72,66,63,27,68,41,37,70,71,41,66,52,70,65,49,59,27,68
6738,6737,31,68,56,36,51,41,23,29,15,11,13,12,11,70,64,63,66,71,15,26,74,39,14,14,18,13,65,29,23,15,54,29,14,61,44,15,68
6739,6738,29,68,75,72,76,71,75,65,65,69,74,63,60,10,6,7,11,6,42,40,38,46,68,17,63,65,65,60,74,20,79,73,14,59,50,63,68
6740,6739,30,68,67,59,64,58,59,65,14,34,50,33,27,15,16,13,13,10,63,67,64,40,43,75,32,44,65,45,36,68,71,63,69,77,56,22,68
6741,6740,30,68,63,75,58,56,71,69,74,64,67,55,66,11,7,12,14,9,60,59,60,65,61,54,63,67,66,70,72,60,70,78,56,71,69,60,68
6742,6741,28,68,81,50,93,94,66,61,42,46,72,62,51,11,9,9,12,8,59,25,75,41,66,13,57,75,69,62,74,18,71,63,13,57,46,58,68
6743,6742,26,68,86,49,89,82,68,64,65,66,72,57,40,8,11,7,7,15,47,25,70,53,62,32,55,63,60,64,63,33,82,65,35,54,64,58,68
6744,6743,28,68,37,31,47,30,11,32,12,19,12,11,11,68,68,61,65,72,10,20,75,13,14,11,22,11,63,20,21,20,42,34,15,65,25,13,68
6745,6744,30,68,28,35,39,34,21,45,14,13,13,17,18,65,71,68,64,69,12,27,36,15,17,17,14,17,64,19,13,13,35,18,17,70,55,12,68
6746,6745,33,68,81,74,86,71,65,60,66,56,69,45,40,8,15,10,13,15,52,57,80,53,45,68,49,54,65,68,59,66,88,76,64,70,58,40,68
6747,6746,28,68,69,49,70,82,70,70,70,67,67,58,68,9,9,8,10,7,41,35,59,67,64,30,57,62,60,71,67,34,66,54,32,59,72,57,68
6748,6747,28,68,60,63,65,60,66,69,71,66,61,51,63,16,11,10,8,9,67,66,72,65,58,66,59,60,68,66,68,66,68,74,69,73,68,55,68
6749,6748,33,68,66,75,72,90,73,73,65,74,67,36,78,13,9,15,14,15,37,53,70,73,61,44,60,45,69,72,57,49,47,72,56,64,72,48,68
6750,6749,30,68,55,72,68,65,63,65,61,57,57,45,55,14,7,11,6,12,59,70,65,61,62,65,64,52,67,67,73,67,54,83,70,68,58,44,68
6751,6750,26,68,75,44,74,71,68,61,66,70,70,68,67,11,6,13,15,14,54,47,61,57,62,25,67,65,62,65,68,25,79,64,33,57,64,58,69
6752,6751,32,68,66,73,60,74,61,76,54,49,59,42,54,5,11,13,7,13,57,70,80,63,60,61,57,56,70,67,73,65,47,69,66,78,63,59,68
6753,6752,21,68,74,84,86,81,69,61,54,62,69,45,57,13,9,9,10,14,46,52,73,68,60,51,55,69,66,66,62,57,64,87,52,62,68,52,76
6754,6753,26,68,68,76,71,68,66,67,61,53,63,45,51,13,11,11,13,12,55,62,64,70,61,53,47,61,68,74,68,63,67,75,63,64,69,46,71
6755,6754,24,68,38,22,39,47,20,48,16,16,17,17,20,65,67,68,67,71,31,20,74,33,20,12,25,17,64,45,25,15,42,45,14,69,51,15,76
6756,6755,30,68,77,61,79,67,68,70,55,70,66,63,63,12,16,10,11,9,63,34,73,52,68,21,63,69,72,63,68,31,72,71,20,67,65,69,68
6757,6756,25,68,62,71,53,64,59,62,67,53,54,51,52,8,9,10,7,11,64,65,72,70,50,67,58,53,62,68,61,70,68,69,74,67,56,42,68
6758,6757,25,68,70,54,65,50,67,65,61,49,75,66,21,13,7,10,9,14,74,19,68,43,51,18,57,67,62,59,62,17,78,86,22,81,55,57,71
6759,6758,29,68,45,34,51,56,23,56,11,13,18,20,12,71,63,63,69,68,11,23,54,30,18,12,22,16,60,25,23,12,45,35,12,64,39,14,69
6760,6759,20,68,86,44,75,74,68,57,65,57,69,63,44,11,6,8,9,7,38,24,58,52,55,34,60,65,59,62,65,31,83,64,29,58,64,41,77
6761,6760,25,68,53,65,59,47,58,60,47,35,47,23,30,14,12,6,7,11,63,61,65,46,23,60,45,38,64,57,45,72,53,64,73,85,36,30,72
6762,6761,32,68,29,59,27,31,55,64,31,19,21,24,44,13,10,10,13,10,71,66,81,60,20,67,43,39,57,58,46,66,32,68,68,90,49,32,68
6763,6762,28,68,32,45,55,34,22,52,15,11,17,11,15,70,64,59,72,67,13,22,57,31,14,18,21,16,64,25,23,17,42,34,17,80,31,20,71
6764,6763,24,68,28,32,34,38,31,24,14,19,12,16,12,70,65,72,63,72,11,12,54,34,11,17,23,14,64,27,21,20,36,28,13,61,35,14,74
6765,6764,38,68,55,31,52,46,21,51,12,23,13,13,15,69,66,67,70,62,25,23,59,42,13,14,25,12,65,23,24,14,49,43,11,62,37,18,68
6766,6765,24,68,76,54,58,65,68,60,28,34,65,68,29,11,8,15,9,13,68,18,72,46,51,32,57,70,63,59,64,27,80,71,26,80,54,42,73
6767,6766,35,68,45,34,60,60,17,49,23,13,11,12,12,78,62,63,66,63,22,20,79,26,13,12,23,12,67,29,24,12,62,43,11,55,30,15,68
6768,6767,26,68,63,75,69,65,67,69,62,70,65,66,67,14,13,16,6,12,66,33,63,62,66,34,61,72,67,62,72,34,56,84,40,69,54,59,70
6769,6768,22,68,72,59,68,67,65,59,70,57,65,59,60,9,10,7,13,11,48,69,69,67,63,50,36,64,54,71,62,58,69,75,62,66,74,55,77
6770,6769,33,68,53,66,58,79,69,77,65,69,62,49,68,8,6,9,11,16,63,66,61,69,65,49,55,62,66,73,70,51,36,69,55,73,68,62,68
6771,6770,29,68,75,70,71,66,69,55,67,36,58,40,23,11,6,7,10,7,67,59,87,45,36,66,28,67,59,58,51,66,75,79,68,81,50,26,68
6772,6771,33,68,35,76,33,44,50,48,32,32,34,27,41,14,12,8,13,12,70,70,34,48,43,68,40,29,66,48,54,65,34,37,66,85,31,50,68
6773,6772,24,68,77,84,72,63,62,61,67,65,54,42,41,7,8,13,13,10,57,52,86,62,52,67,46,49,56,66,75,71,86,82,63,70,50,40,74
6774,6773,29,68,73,84,68,76,67,72,61,58,61,40,48,12,9,10,14,10,58,69,67,70,58,53,44,51,71,68,66,63,72,89,67,69,68,40,68
6775,6774,28,68,69,71,62,60,70,56,68,54,68,40,42,16,12,10,11,12,71,66,66,60,69,63,48,65,65,65,75,64,67,75,67,75,44,38,68
6776,6775,24,68,74,47,71,62,66,64,59,59,65,65,54,7,8,13,11,8,64,29,84,54,64,19,62,74,67,63,69,22,76,76,24,64,65,60,72
6777,6776,33,68,68,40,77,79,68,65,62,71,73,69,70,9,10,9,16,16,50,40,61,61,41,29,68,76,68,67,49,31,59,59,33,54,62,67,68
